NMS Service Plan Id,Phone,Parent Account: Account Name,Latest Decommission Date,DSS Order ID,FSO ID,Enterprise ID,Distributor Partner Id,Satellite,Gateway Name,Transponder,Created Date,Latest Commission Date,Last Modified Date,Modem,Beam Id,Offer/Plan Name,Offer Description,Serial Number,Location Status,Lat,Long,location
NC100G1,0,Telequip & Digital Limited,3/13/2020,,3593975,SKY01738,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,9/13/2017,3/13/2020,HN9800,Y1B061,YahClick Pro 100GB USPF,YahClick Pro 100GB USPF,2483179,Inactive,11.983056,9.3,"X8M2+62 Isari,   "
NC100G1,0,Telequip & Digital Limited,3/13/2020,,3593969,SKY01738,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,9/10/2017,3/13/2020,HN9800,Y1B061,YahClick Pro 100GB USPF,YahClick Pro 100GB USPF,2483630,Inactive,10.116667,9.3,"4882+M2 Jumbil,   "
NC100G1,0,Telequip & Digital Limited,3/13/2020,,3593984,SKY01738,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,9/16/2017,3/13/2020,HN9800,Y1B061,YahClick Pro 100GB USPF,YahClick Pro 100GB USPF,2600450,Inactive,11.983056,10.3,"X8M2+62 Larabawa,   "
NHE3M01,8033866782,Frandap Comm Hyperia,3/16/2020,,3479796,,,Y1B,Y1BLXB,Y1B-B57-OR1,4/10/2018,5/27/2015,3/16/2020,HN9600,Y1B057,,,2588003,Inactive,4.45,6.58,"FH2J+22 Ijokiri,   "
,8038705239,Ernest Okoli Hyperia,3/27/2020,,3692481,,,Y1B,Y1BLXB,Y1B-B51-OR1,3/4/2019,3/4/2019,3/27/2020,HN9600,Y1B051,YahClick Pro 20GB,YahClick Pro 20GB,2615857,Inactive,6.2,7.511944,"6G26+2Q Ogbaku-Ndiagu,   "
,0,mohammed Isa,4/3/2020,,3686868,SKY01678,,Y1B,Y1BATH,Y1B-B61-OR1,2/20/2019,2/17/2017,4/3/2020,HN9600,Y1B061,YahClick Pro 10GB,YahClick Pro 10GB,2784828,Inactive,11.466667,13.066667,"F388+MM Mallulum,   "
,7035032302,EDISOFT HYPERIA,4/9/2020,,3749045,,,Y1B,Y1BLXB,Y1B-B50-OR1,3/10/2020,3/10/2020,4/9/2020,HN9600,Y1B050,YahClick Pro 50GB,YahClick Pro 50GB,2767739,Inactive,9.076478,7.398574,"935 Alakuko Rd, Lagos Abeokuta express way, Ifako-Ijaiye 101232, Lagos,   "
NC030G1,0,SYSCOMPTECH DAVID HYPERIA,4/15/2020,,3503608,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,11/20/2015,4/15/2020,HN9600,Y1B061,YahClick Lite 10GB,YahClick Lite 10GB,2619425,Inactive,11.083056,13.083056,"33MM+66 Dil,   "
,802355268,Kabs Technologies Ltd,4/30/2020,,3630200,SKY2000021213,,Y1B,Y1BATH,Y1B-B61-OR2,5/18/2018,5/18/2018,4/30/2020,HN9800,Y1B061,YahClick Empower 30GB,YahClick Empower 30GB,2763297,Inactive,11.46,13.05,"F352+X2 Mallulum,   "
,0803 234 5323,Mohammed Isah HYPERIA,4/30/2020,,3633642,,,Y1B,Y1BATH,Y1B-B61-OR2,6/14/2018,6/14/2018,4/30/2020,HN9600,Y1B061,YahClick Lite 10GB,YahClick Lite 10GB,2803672,Inactive,11.834722,13.111944,"R4M6+WRR, 600282, Maiduguri, Borno,   "
NC030G1,(234) 146-1991,BUS MODEL,4/30/2020,,3482336,SKY01054,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,6/11/2015,4/30/2020,HN9800,Y1B061,,,2482950,Inactive,10.249694,11.163583,"65X7+VC Gombe,   "
NC030G1,2.34146E+12,BUS MODEL,4/30/2020,,3482344,SKY01056,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,6/11/2015,4/30/2020,HN9800,Y1B061,,,2483526,Inactive,10.283306,11.166667,"Bypass area, 75M8+8MF, 760251, Gombe,   "
NC030G1,7062485105,Government Day Builbin Hyperia,4/30/2020,,3598159,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,10/13/2017,4/30/2020,HN9800,Y1B061,,,2483245,Inactive,11.466667,13.916667,"FW88+MM Bula Muge,   "
NHE3M01,8026560023,Etchgold Nig ltd Hyperia,4/30/2020,,3517642,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,3/15/2016,4/30/2020,HN9260,Y1B061,,,2500116,Inactive,9.370833,12.559167,"9HC5+8M Maitare Jauro Ahmadu,   "
NC010G1,8035722901,Mr Ibrahim Hyperia,4/30/2020,,3568628,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,3/3/2017,4/30/2020,HN9600,Y1B061,,,2609453,Inactive,8.503611,12.341944,"G83R+CQ Burkono,   "
NC020G1,8020575565,Getachus Nigeria Ltd Hyperia,4/30/2020,,3541224,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/11/2016,4/30/2020,HN9600,Y1B061,,,2588052,Inactive,11.966667,9.316667,"X888+MM Tababo,   "
NC030G1,0,Marvelous Solution Hyperia,4/30/2020,,3605357,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/5/2017,4/30/2020,HN9600,Y1B061,YahClick Empower 20GB,YahClick Empower 20GB,2785137,Inactive,11,11,"2222+22 Kerri Kerri Plateau,   "
NC050G1,8035791758,Marvelous Solution Hyperia,4/30/2020,,3605359,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/11/2017,4/30/2020,HN9600,Y1B061,,,2785946,Inactive,9.143889,12.280556,"47VJ+H6 Wuro Bobbori,   "
NC020G1,(234) 146-1991,GETACHUS NIGERIA LTD HYPERIA,4/30/2020,,3506168,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,12/22/2015,4/30/2020,HN9600,Y1B061,,,2615821,Inactive,12.995278,7.619167,"XJW9+GCP, Nagoggo Road, 820101, Katsina,   "
NC200G1,8032251097,Mind Data,4/30/2020,,3593077,SKY01648,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,8/30/2017,4/30/2020,HN9460,Y1B061,,,2365717,Inactive,11.916667,13.016667,"W288+MM Tchibal,   "
NC020G1,8057133668,Mind Data,4/30/2020,,3615236,SKY01648,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,2/15/2018,4/30/2020,HN9460,Y1B061,,,2364202,Inactive,11.8,13.133333,"Q4XM+X96, Askira, opposite E. Y. N Kilamada, 600282, Maiduguri, Borno,   "
NC050G1,8035122550,27 Task Force Brigade Hyperia,4/30/2020,,3571264,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,3/24/2017,4/30/2020,HN9600,Y1B061,,,2585824,Inactive,11.433056,11.566667,"CHM8+6M Kaubul Hills,   "
NC010G1,(234) 146-1991,INTELNET ENR BONI HYPERIA,4/30/2020,,3304039,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,6/15/2013,4/30/2020,HN9260,Y1B061,,,2500169,Inactive,11.232,11.450972,"6FJ2+Q9 Guduwi,   "
,(234) 146-1991,INTELNET ENR BONI HYPERIA,10/21/2013,,3304039,,,Y1B,Y1BATH,Y1B-B61-OR2,4/30/2020,6/15/2013,4/30/2020,HN9260,Y1B061,,,2331965,Inactive,11.232,11.450972,"6FJ2+Q9 Guduwi,   "
NHE3M01,(234) 146-1991,ETCHGOLD NIG LTD HYPERIA,4/30/2020,,3500398,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,10/26/2015,4/30/2020,HN9600,Y1B061,,,2609419,Inactive,9,12.4,"2C22+22 Wuro Yapi,   "
NC005G1,(234) 146-1991,MINISTRY OF FIN DAMATURU HYPERIA,4/30/2020,,3303909,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,6/14/2013,4/30/2020,HN9260,Y1B061,,,2332169,Inactive,11.275972,11.560972,"7HG6+99 Dibbwol,   "
NC010G1,(234) 146-1991,ICONCEPT NET HYPERIA,4/30/2020,,3410131,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,10/19/2014,4/30/2020,HN9600,Y1B061,,,2588348,Inactive,11.05,13.089722,"23XQ+XV Dil,   "
NC010G1,(234) 146-1991,CPN Limited Skymax 2,4/30/2020,,3325565,SKY00524,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,7/12/2013,4/30/2020,HN9460,Y1B061,,,2348305,Inactive,9.164944,12.265611,"5778+X6 Wuro Bobbori,   "
NC030G1,(234) 146-1991,ENTERPRIS PROGRAM,4/30/2020,,3327706,SKY00657,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/7/2013,4/30/2020,HN9460,Y1B061,,,2370601,Inactive,9.227222,10.578889,"6HGH+VH Zurak,   "
NC010G1,9098449370,Murktar Aminu Hyperia,4/30/2020,,3543679,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/27/2016,4/30/2020,HN9600,Y1B061,,,2572148,Inactive,12.006667,8.559722,"BACHIRAWA, Ungogo Rd, Badawa 700213, Kano,   "
NHE3M01,7063626341,Skylogic Hyperia,4/30/2020,,3544522,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,9/4/2016,4/30/2020,HN9600,Y1B061,,,2610419,Inactive,11.737778,11.942222,"PWQR+4V Damaturu,   "
NC010G1,0,NEXTWO NETWORKING LTD HYPERIA,4/30/2020,,3513836,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,2/2/2016,4/30/2020,HN9600,Y1B061,YahClick Pro 10GB,YahClick Pro 10GB,2588341,Inactive,10.3,9.816667,"8R28+79X, 740102, Yelwa, Bauchi,   "
NHE3M01,(000) 000-0000,Skymax Hyperia,4/30/2020,,3513927,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,2/4/2016,4/30/2020,HN9460,Y1B061,,,2370093,Inactive,9.234111,12.098333,"63MX+J8 Wuro Bobo,   "
NC005G1,(234) 146-1991,HARUNA JOHN HYPERIA,4/30/2020,,3503569,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,11/20/2015,4/30/2020,HN9600,Y1B061,,,2542698,Inactive,9.966667,12.266667,"X788+MM Sanglan,   "
NC005G1,8033479304,Triacta Hyperia,4/30/2020,,3519884,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,2/29/2016,4/30/2020,HN9800,Y1B061,,,2600237,Inactive,12.57,9.872778,"HV9F+X4 Malummaduri,   "
NC010G1,8035928278,Nextone Hyperia,4/30/2020,,3566421,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,2/14/2017,4/30/2020,HN9600,Y1B061,,,2609360,Inactive,10.166667,9.5,"5G82+M2 Mallam Baka,   "
NC010G1,0,Mohammed Isa Hyperia,4/30/2020,,3612647,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,1/29/2018,4/30/2020,HN9600,Y1B061,YahClick Lite 10GB,YahClick Lite 10GB,2784789,Inactive,11.834722,13.128889,"R4MH+RJG, 600282, Maiduguri, Borno,   "
NC030G1,8035722901,Mr. Ibrahim Ibrahim,4/30/2020,,3571436,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,3/28/2017,4/30/2020,HN9600,Y1B061,,,2619714,Inactive,9.282778,12.4525,"7FM2+4XV, Kalaha street, Jimeta 640101, Jimeta, Adamawa,   "
NC005G1,8034019844,DANYARO ELECTRONICS,4/30/2020,,3533912,SKY00116,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,6/13/2016,4/30/2020,HN9600,Y1B061,,,2586222,Inactive,11.8,13.133306,"Q4XM+X96, Askira, opposite E. Y. N Kilamada, 600282, Maiduguri, Borno,   "
NC010G1,(234) 146-1991,DANWAY PROJECTS HYPERIA,4/30/2020,,3513628,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,1/27/2016,4/30/2020,HN9600,Y1B061,,,2586464,Inactive,11.981389,8.480111,"XFJJ+H38, Kofar Dukayuwa 700282, Kano,   "
NC100G1,(080) 608-7637,Abba Adam Hyperia,4/30/2020,,3548360,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,10/11/2016,4/30/2020,HN9600,Y1B061,,,2615060,Inactive,11,13.133056,"242M+26 Kuburiwita,   "
NC020G1,8060876375,Desertlink abba Ishaq Hyperia,4/30/2020,,3548369,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,9/29/2016,4/30/2020,HN9800,Y1B061,,,2484006,Inactive,11.842167,13.141028,"R4RR+QFX, 600282, Maiduguri, Borno,   "
NC100G1,0,Dialogue Group Limited,4/30/2020,,3603004,SKY01754,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/4/2017,4/30/2020,HN9800,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2658628,Inactive,12.506667,8.653889,"GM43+MH Zago,   "
NHE3M01,7063626341,Awual Mamman Hyperia,4/30/2020,,3526044,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,4/14/2016,4/30/2020,HN9260,Y1B061,,,2331856,Inactive,11.243333,12.014167,"62V7+8M Bornu Railway Exten,   "
NC100G1,0,Dialogue Group Limited,4/30/2020,,3603378,SKY01754,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/5/2017,4/30/2020,HN9600,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2784315,Inactive,11.803889,8.860556,"RV36+H6 Wudil,   "
NC100G1,0,Dialogue Group Limited,4/30/2020,,3603608,SKY01754,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,1/26/2018,4/30/2020,HN9600,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2785808,Inactive,11.066667,7.783056,"3Q8M+M6 Dambo,   "
NC100G1,0,Dialogue Group Limited,4/30/2020,,3603475,SKY01754,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/6/2017,4/30/2020,HN9800,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2763273,Inactive,11.933056,7.416667,"WCM8+F4Q, 832102, Kankara, Katsina,   "
NC005G1,0,Auwaul Virinfosys Hyperia,4/30/2020,,3545978,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,9/10/2016,4/30/2020,HN9260,Y1B061,YahClick Lite 10GB,YahClick Lite 10GB,2299449,Inactive,9.262778,12.419444,"7C79+HF6, Wuro Jabbe 640101, Jimeta, Adamawa,   "
NC005G1,9090922310,Muhammad B. Fada Hyperia,4/30/2020,,3570491,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,3/18/2017,4/30/2020,HN9600,Y1B061,,,2609987,Inactive,11.707222,11.082222,"Garbawa by-pass, P34J+WWH, 622101, Potiskum, Yobe,   "
NV130G1,8023130726,Womsy Nigeria Limited Hyperia,4/30/2020,,3569942,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,3/21/2017,4/30/2020,HN9600,Y1B061,,,2615540,Inactive,10.983056,11.161667,"X5M6+6M Mdi,   "
NC030G1,8024481531,Grassroot Microfinance Bank,4/30/2020,,3476898,SKY01509,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,5/7/2015,4/30/2020,HN9800,Y1B061,,,2489531,Inactive,12.006667,8.559444,"BACHIRAWA, Ungogo Rd, Badawa 700213, Kano,   "
NC050G1,8023062356,NIMC Hyperia,4/30/2020,,3595067,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,11/10/2017,4/30/2020,HN9600,Y1B061,,,2609603,Inactive,11.541667,13.052778,"G3R3+M4 Masaba,   "
NC010G1,(234) 146-1991,NEXTONE ICT HYPERIA,4/30/2020,,3474903,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,4/27/2015,4/30/2020,HN9600,Y1B061,,,2610658,Inactive,11.9,10.183333,"W52M+28 Hausawa,   "
NC100G1,0,Dialogue Group Limited,4/30/2020,,3603000,SKY01754,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/2/2017,4/30/2020,HN9800,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2769313,Inactive,11.995,8.569167,"3 Surajo Marshal Link, Giginyu 700213, Kano,   "
NC100G1,0,Dialogue Group Limited,4/30/2020,,3603480,SKY01754,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/8/2017,4/30/2020,HN9600,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2785853,Inactive,11.9,7.299722,"W72X+2V Mekwomo,   "
NC050G1,(234) 146-1991,BUS UNLIMITED,5/1/2020,,3503619,SKY01082,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,11/15/2015,5/1/2020,HN9800,Y1B061,,,2482482,Inactive,11.828889,10.160833,"R5H6+6F4, 751105, Bauchi,   "
NC020G1,(234) 146-1991,Etchgold Nig ltd,5/1/2020,,3492726,SKY01511,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,9/3/2015,5/1/2020,HN9600,Y1B061,,,2619936,Inactive,9.120833,12.291389,"47CR+8H Lainde,   "
NB10M01,8026560023,Etchgold Nig ltd,5/1/2020,,3477963,SKY01511,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,5/13/2015,5/1/2020,HN9800,Y1B061,,,2483672,Inactive,9.3,12.33,"78XJ+X2 Bulamare,   "
NH3M001,8036398929,Isnif Electronics Hyperia,5/1/2020,,3477235,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,5/8/2015,5/1/2020,HN9600,Y1B061,,,2588364,Inactive,11.158611,7.651389,"No.53 Sokoto Road, Beside Mr.Biggs, 810106, Zaria, Kaduna,   "
NC005G1,9094955569,Natview Tech Rimin Gado Hyperia,5/1/2020,,3552075,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,11/8/2016,5/1/2020,HN9600,Y1B061,,,2627757,Inactive,11,8.250278,"2722+24 Kuraye,   "
NC030G1,(234) 146-1991,Air World Technologies,5/1/2020,,3377418,SKY01356,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,5/1/2014,5/1/2020,HN9800,Y1B061,,,2490004,Inactive,12.002778,8.330556,"283J+46 Lambu Hill,   "
NC010G1,(234) 146-1991,Mall tech Netsolutions Limited,5/1/2020,,3469282,SKY01365,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,3/22/2015,5/1/2020,HN9800,Y1B061,,,2485079,Inactive,11.742778,11.966667,"One million road Damaturu One million road, 620101, Damaturu, Yobe,   "
NC010G1,8038404834,HYTENS,5/1/2020,,3565835,SKY01707,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,2/10/2017,5/1/2020,HN9460,Y1B061,,,2361620,Inactive,11,13,"2222+22 Kotuva,   "
NC010G1,0,Adam Bababe Hyperia,5/1/2020,,3615363,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,2/19/2018,5/1/2020,HN9600,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2803675,Inactive,11.48,13.06,"F3J6+22 Mallulum,   "
NHE3M01,7063626341,Sky Logic Hyperia,5/1/2020,,3616164,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,2/22/2018,5/1/2020,HN9260,Y1B061,,,2500879,Inactive,13.133333,10.033333,"42MM+88 Matsena,   "
NC010G1,(234) 146-1991,Virinfosys Gimeta,5/1/2020,,3468971,SKY00119,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,3/17/2015,5/1/2020,HN9460,Y1B061,,,2295365,Inactive,9.2425,12.412222,"6CV6+2V Wuro Jebbe,   "
NC010G1,0,CEDAR NETWORK Hyperia,5/1/2020,,3605868,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/9/2017,5/1/2020,HN9600,Y1B061,YahClick Empower 20GB,YahClick Empower 20GB,2785053,Inactive,10.366667,9.826667,"9R8G+MM Yakubu,   "
NC010G1,2.34146E+12,MODIBO MUHD HYPERIA,5/1/2020,,3481910,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,6/5/2015,5/1/2020,HN9600,Y1B061,,,2609796,Inactive,9.25,12.466667,"7F28+2M Jimeta,   "
NC005G1,9094998820,CBC NetComms CBC 21 Hyperia,5/1/2020,,3487761,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,4/13/2016,5/1/2020,HN9600,Y1B061,,,2619492,Inactive,11.833056,13.15,"R4MX+4PX, Shehu Laminu Way, 600282, Maiduguri, Borno,   "
NHE3M01,(234) 146-1991,ABBA ISHAQ HYPERIA,5/1/2020,,3505884,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,12/13/2015,5/1/2020,HN9600,Y1B061,,,2636453,Inactive,11.48,13.08,"F3JJ+22 Mallulum,   "
NC010G1,0,mohammed Isa,5/1/2020,,3599382,SKY01678,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,10/25/2017,5/1/2020,HN9460,Y1B061,YahClick Pro 10GB,YahClick Pro 10GB,2366167,Inactive,11.841389,13.146667,"R4RW+HJP, near kwari computer, 600282, Maiduguri, Borno,   "
NC030G1,8036832499,Murshe,5/1/2020,,3575748,SKY01671,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,4/26/2017,5/1/2020,HN9600,Y1B061,,,2542681,Inactive,11.733056,11.966667,"PXM8+6M Damaturu,   "
NC100G1,0,Telequip & Digital Limited,5/1/2020,,3593960,SKY01738,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,9/21/2017,5/1/2020,HN9800,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2483722,Inactive,10.466667,12.133056,"F48M+M6 Sibderena,   "
NC030G1,(000) 000-0000,Murshe Nigeria Limited,5/1/2020,,3524322,SKY01611,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,4/2/2016,5/1/2020,HN9800,Y1B061,,,2489323,Inactive,11.745556,11.976389,"PXVG+XP5, 620101, Sabon Fegi, Yobe,   "
,(000) 000-0000,Murshe Nigeria Limited,6/29/2016,,3524322,SKY01611,,Y1B,Y1BATH,Y1B-B61-OR2,4/12/2018,4/2/2016,5/1/2020,HN9800,Y1B061,,,2482823,Inactive,11.745556,11.976389,"PXVG+XP5, 620101, Sabon Fegi, Yobe,   "
NHE3M01,(234) 146-1991,ISMAIL UMAR AHMED HYPERIA,5/1/2020,,3505490,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,12/10/2015,5/1/2020,HN9800,Y1B061,,,2483176,Inactive,11.729444,11.956111,"PXH4+H8Q, 620101, Damaturu, Yobe,   "
NC050G1,(234) 146-1991,Nat Open University Yola,5/1/2020,,3304971,SKY00455,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,6/24/2013,5/1/2020,HN9460,Y1B061,,,2370915,Inactive,9.233333,12.433333,"6CMM+63V, Karewa 640101, Palade, Adamawa,   "
NC020G1,(000) 000-0000,Umar Mailumo,5/1/2020,,3520982,SKY01431,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,3/8/2016,5/1/2020,HN9460,Y1B061,,,2293379,Inactive,10.518889,11.272778,"G79F+H4 Yelwa Tifida,   "
NC100G1,0,Telequip & Digital Limited,5/1/2020,,3593987,SKY01738,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,9/10/2017,5/1/2020,HN9800,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2483604,Inactive,10.166667,11.949722,"5W8X+MV Wargila,   "
NHE3M01,8022600447,Mind Data Nigeria Ltd,5/1/2020,,3477955,SKY01399,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,5/16/2015,5/1/2020,HN9460,Y1B061,,,2370246,Inactive,11.796389,13.17,"Q5W9+HX Maiduguri,   "
NC100G1,0,Telequip & Digital Limited,5/1/2020,,3594014,SKY01738,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,9/17/2017,5/1/2020,HN9800,Y1B061,YahClick Premium 100GB,YahClick Premium 100GB,2482835,Inactive,11.411944,11.354722,"C963+QV Zamba,   "
NC020G1,8020575565,Getachus Nigeria Ltd Hyperia,5/1/2020,,3551732,,,Y1B,Y1BATH,Y1B-B61-OR3,4/10/2018,10/31/2016,5/1/2020,HN9600,Y1B061,,,2636451,Inactive,10.55,11.159417,"G5X5+XQ Mallam Kadi,   "
NHE3M01,(234) 146-1991,Katsina Sate New Government House,5/1/2020,,3473711,SKY01313,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,4/14/2015,5/1/2020,HN9800,Y1B061,,,2490011,Inactive,13.010278,7.633889,"2J6M+86C, Ring Rd, 820101, Katsina,   "
NC030G1,8020575565,Getachus Nigeria Ltd Hyperia,5/1/2020,,3557567,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,12/11/2016,5/1/2020,HN9600,Y1B061,,,2615829,Inactive,10.189694,11.019694,"52Q9+VV Dakita,   "
NHE3M01,(234) 146-1991,MURSHE LTD MAIDUGURI 1 HYPERIA,5/1/2020,,3339210,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,12/6/2013,5/1/2020,HN9600,Y1B061,,,2543195,Inactive,11.865333,13.142889,"V47R+XM7, 600282, Maiduguri, Borno,   "
NC020G1,2.34146E+12,YAKASI YAKASI,5/1/2020,,3338771,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,11/29/2013,5/1/2020,HN9260,Y1B061,,,2501027,Inactive,11.955833,8.498611,"XF4X+8C Kano,   "
NHE3M01,8038539385,Mamman Awula Hyperia,5/1/2020,,3488600,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/5/2015,5/1/2020,HN9460,Y1B061,,,2294951,Inactive,11.749722,11.742222,"PPXR+VV G.Bassam,   "
NC005G1,(234) 146-1991,VASPLUS TECH HYPERIA,5/1/2020,,3490056,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/28/2015,5/1/2020,HN9600,Y1B061,,,2609349,Inactive,13.0325,8.320556,"28MC+37M, 824101, Daura, Katsina,   "
NC005G1,(234) 146-1991,UMAR MAILUMO HYPERIA,5/1/2020,,3490745,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/20/2015,5/1/2020,HN9460,Y1B061,,,2370089,Inactive,12.516389,7.604444,"GJ83+HQ Karafi,   "
NHE3M01,(234) 146-1991,MURSHE NIGERIA LIMITED HYPERIA,5/1/2020,,3382738,,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,6/6/2014,5/1/2020,HN9260,Y1B061,,,2331961,Inactive,11.744417,11.965556,"PXV8+M6W, Maiduguri Rd, 620101, Damaturu, Yobe,   "
NC020G1,0,STALLION GROUP,5/1/2020,,3290006,SKY00185,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,3/5/2013,5/1/2020,HN9460,Y1B061,YahClick Premium 50GB,YahClick Premium 50GB,2296068,Inactive,11.906111,8.467778,"65 Challawa Ind Estate Road, 700233, Kano,   "
NC030G1,8036169793,SEED COMMUNICATION,5/1/2020,,3544006,SKY01617,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/27/2016,5/1/2020,HN9800,Y1B061,,,2482632,Inactive,12.383333,13.635694,"9JMP+87 Takala,   "
NC050G1,8036169793,SEED COMMUNICATION,5/1/2020,,3544011,SKY01617,,Y1B,Y1BATH,Y1B-B61-OR2,4/10/2018,8/27/2016,5/1/2020,HN9800,Y1B061,,,2600284,Inactive,12.133056,13.636389,"4JMP+6H Gumna,   "
NC005G1,(234) 146-1991,SEMANTIC SYSTEM HYPERIA,5/1/2020,,3511812,,,Y1B,Y1BATH,Y1B-B61-OR1,4/10/2018,2/16/2016,5/1/2020,HN9600,Y1B061,,,2550588,Inactive,12.351111,7.534167,"9G2M+CM Makera,   "
